Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
33.120.108,False,False,True,388,774,The American Wing,1933,Beaker,Beaker,American,,,,,116,Maker," ",Cary Dunn,active ca. 1765–96," ","Dunn, Cary",American,1762      ,1796      ,,(not assigned),https://www.wikidata.org/wiki/Q67157500,ca. 1776–96,1773,1796,Silver,"Overall: H. 3 3/16 in. (8.1 cm); 3 oz. 9 dwt. (107.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 3/4 in. (7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/388,https://www.wikidata.org/wiki/Q116373428,,"Metropolitan Museum of Art, New York, NY",,,
33.120.109,False,False,True,389,750,The American Wing,1933,Beaker,Beaker,American,,,,,116,Maker," ",Joseph Edwards Jr.,1737–1783," ","Edwards, Jr. Joseph",American,1737      ,1783      ,,(not assigned),https://www.wikidata.org/wiki/Q67184234,ca. 1768,1765,1768,Silver,"Overall: H. 4 1/4 in. (10.8 cm); 6 oz. 10 dwt. (202 g)
Lip: Diam. 3 5/8 in. (9.2 cm)
Base: Diam. 2 15/16 in. (7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/389,https://www.wikidata.org/wiki/Q116373431,,"Metropolitan Museum of Art, New York, NY",,,
33.120.110,False,False,True,394,774,The American Wing,1933,Beaker,Beaker,American,,,,,116,Maker," ",John Goodhue,active ca. 1822–55," ","Goodhue, John",American,1819      ,1855      ,,,,1825–50,1825,1850,Silver,"Overall: H. 3 7/16 in. (8.7 cm); 3 oz. 10 dwt. (108.4 g)
Lip: Diam. 2 13/16 in. (7.1 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Salem,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/394,https://www.wikidata.org/wiki/Q116373426,,"Metropolitan Museum of Art, New York, NY",,,
33.120.111,False,False,True,395,774,The American Wing,1933,Beaker,Beaker,American,,,,,116,Maker," ","Gregg, Hayden and Company",active ca. 1832–40," ","Gregg, Hayden and Company ",American,1829      ,1840      ,,,,1832–40,1832,1840,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 4 oz. 10 dwt. (139.6 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 13/16 in. (7.1 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Charleston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/395,https://www.wikidata.org/wiki/Q116373423,,"Metropolitan Museum of Art, New York, NY",,,
41.34.26,False,False,True,396,774,The American Wing,1941,Beaker,Beaker,American,,,,,117,Maker," ",Ashbil Griswold,1784–1853," ","Griswold, Ashbil",American,1784      ,1853      ,,http://vocab.getty.edu/page/ulan/500330076,https://www.wikidata.org/wiki/Q112628549,1807–35,1807,1835,Pewter,H. 3 in. (7.6 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Meriden,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/396,https://www.wikidata.org/wiki/Q116373421,,"Metropolitan Museum of Art, New York, NY",,,
41.34.27,False,False,True,397,774,The American Wing,1941,Beaker,Beaker,American,,,,,114,Maker," ",Samuel Ely Hamlin,1774–1864," ","Hamlin, Samuel Ely",American,1774      ,1864      ,,,,1801–56,1801,1856,Pewter,H. 3 1/8 in. (7.9 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Providence,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/397,https://www.wikidata.org/wiki/Q116373419,,"Metropolitan Museum of Art, New York, NY",,,
33.120.112,False,False,True,398,774,The American Wing,1933,Beaker,Beaker,American,,,,,117,Maker," ",George Hanners Sr.,ca. 1696–1740," ","Hanners, George",American,1693      ,1740      ,,,,1720–40,1720,1740,Silver,"Overall: H. 5 15/16 in. (15.1 cm); 10 oz. 3 dwt. (315.5 g)
Lip: Diam. 4 1/4 in. (10.8 cm)
Base: Diam. 3 1/2 in. (8.9 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/398,https://www.wikidata.org/wiki/Q116373413,,"Metropolitan Museum of Art, New York, NY",,,
2014.53,False,False,True,399,750,The American Wing,2014,Beaker,Beaker,American,,,,,1173117,Maker|Maker," | ",John Hull|Robert Sanderson Sr.,1624–1683|ca. 1608–1693," | ","Hull, John|Sanderson, Robert",American| ,1624      |1605      ,1683      |1693      ,|,http://vocab.getty.edu/page/ulan/500098953|http://vocab.getty.edu/page/ulan/500106131 ,https://www.wikidata.org/wiki/Q20706238|https://www.wikidata.org/wiki/Q98059952,ca. 1670,1667,1670,Silver,"Overall: 5 3/8 in. (13.7 cm); 7 oz. 6 dwt. (227.3 g)
Lip: Diam. 4 1/8 in. (10.5 cm)
Base: Diam. 3 7/16 in. (8.7 cm)","Purchase, Bequest of Emma A. Sheafer, by exchange, 2014",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/399,https://www.wikidata.org/wiki/Q116373418,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
33.120.113,False,False,True,400,774,The American Wing,1933,Beaker,Beaker,American,,,,,16605,Maker," ",Isaac Hutton,"American, New York 1766–1855 Albany, New York"," ","Hutton, Isaac",American,1766      ,1855      ,,http://vocab.getty.edu/page/ulan/500524522,https://www.wikidata.org/wiki/Q37640816,1800–1830,1800,1830,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 3 oz. 2 dwt. (97 g)
Base: Diam. 1 15/16 in. (5 cm)
Lip: 3 1/8 x 2 15/16 in. (7.9 x 7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Albany,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/400,https://www.wikidata.org/wiki/Q116373415,,"Metropolitan Museum of Art, New York, NY",,,
33.120.114,False,False,True,401,774,The American Wing,1933,Beaker,Beaker,American,,,,,117,Maker," ",Edward Kinsey,active ca. 1834–45," ","Kinsey, Edward",American,1831      ,1845      ,,,,ca. 1834–45,1831,1845,Silver,"Overall: H. 3 9/16 in. (9 cm); 4 oz. 18 dwt. (151.8 g)
Lip: Diam. 3 in. (7.6 cm)
Base: Diam. 2 3/8 in. (6 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in,Cincinnati,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/401,https://www.wikidata.org/wiki/Q116373412,,"Metropolitan Museum of Art, New York, NY",,,
33.120.115,False,False,True,402,774,The American Wing,1933,Beaker,Beaker,American,,,,,117,Maker," ",Thomas Lynde,1745–1811," ","Lynde, Thomas",American,1745      ,1811      ,,,,ca. 1775,1772,1778,Silver,"Overall: H. 2 15/16 in. (7.5 cm); 3 oz. (93.2 g)
Lip: Diam. 2 15/16 in. (7.5 cm)
Base: Diam. 2 7/16 in. (6.2 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Worcester,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/402,https://www.wikidata.org/wiki/Q116373414,,"Metropolitan Museum of Art, New York, NY",,,
33.120.116,False,False,True,403,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker," ",David Moseley,1752–1812," ","Moseley, David",American,1752      ,1812      ,,,,ca. 1780,1777,1783,Silver,"Overall: H. 3 5/16 in. (8.4 cm); 3 oz. 6 dwt. (102.4  g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 1 15/16 in. (5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/403,https://www.wikidata.org/wiki/Q116373411,,"Metropolitan Museum of Art, New York, NY",,,
33.120.117,False,False,True,404,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker," ","William Moulton, IV",1772–1861," ","Moulton, IV William",American,1772      ,1861      ,,(not assigned),https://www.wikidata.org/wiki/Q98059556,ca. 1800,1797,1800,Silver,"Overall: H. 3 7/16 in. (8.7 cm); 3 oz. 7 dwt. (104 g)
Lip: Diam. 2 3/4 in. (7 cm)
Base: Diam. 1 13/16 in. (4.6 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Newburyport,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/404,https://www.wikidata.org/wiki/Q116373410,,"Metropolitan Museum of Art, New York, NY",,,
33.120.118,False,False,True,405,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker," ",Thomas Richards,active ca. 1815," ","Richards, Thomas",American,1765      ,1865      ,,,,1800–1825,1800,1825,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 4 oz. 8 dwt. (136.1 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 9/16 in. (6.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/405,https://www.wikidata.org/wiki/Q116373407,,"Metropolitan Museum of Art, New York, NY",,,
33.120.119,False,False,True,406,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker,Probably,Joseph Russell,1702–1780," ","Russell, Joseph",American,1702      ,1780      ,,,,ca. 1730,1727,1730,Silver,"Overall: H. 4 1/2 in. (11.4 cm); 6 oz. 8 dwt. (199.4 g)
Lip: Diam. 4 1/16 in. (10.3 cm)
Base: Diam. 3 5/16 in. (8.4 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in|Possibly made in,Barnstable|Bristol,,,United States|United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/406,https://www.wikidata.org/wiki/Q116373409,,"Metropolitan Museum of Art, New York, NY",,,
33.120.120,False,False,True,407,704,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker," ",Moody Russell,1694–1761," ","Russell, Moody",American,1694      ,1761      ,,(not assigned),https://www.wikidata.org/wiki/Q98667592,ca. 1715,1711,1720,Silver,"Overall: H. 4 15/16 in. (12.6 cm); 6 oz. 2 dwt. (189.2 g)
Lip: Diam. 3 11/16 in. (9.4 cm)
Base: Diam. 2 15/16 in. (7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Barnstable,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/407,https://www.wikidata.org/wiki/Q116373402,,"Metropolitan Museum of Art, New York, NY",,,
33.120.121,False,False,True,408,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker," ",Shepherd and Boyd,active 1806–30," ",Shepherd and Boyd ,American,1806      ,1830      ,,,,1814,1814,1814,Silver,"Overall: H. 3 7/8 in. (9.8 cm); 5 oz. 4 dwt. (162.2 g)
Lip: Diam. 3 1/4 in. (8.3 cm)
Base: Diam. 3 1/8 in. (7.9 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Albany,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/408,https://www.wikidata.org/wiki/Q116373397,,"Metropolitan Museum of Art, New York, NY",,,
40.184.20,False,False,True,409,774,The American Wing,1940,Beaker,Beaker,American,,,,,118,Maker," ",Oliver Trask,1792–1847," ","Trask, Oliver",American,1792      ,1847      ,,http://vocab.getty.edu/page/ulan/500331267,,ca. 1832–39,1829,1839,Pewter,H. 5 1/4 in. (13.3 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,Beverly,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/409,https://www.wikidata.org/wiki/Q116373406,,"Metropolitan Museum of Art, New York, NY",,,
40.184.21,False,False,False,410,774,The American Wing,1940,Beaker,Beaker,American,,,,,118,Maker," ",Oliver Trask,1792–1847," ","Trask, Oliver",American,1792      ,1847      ,,http://vocab.getty.edu/page/ulan/500331267,,ca. 1832–39,1829,1839,Pewter,H. 5 1/4 in. (13.3 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,Beverly,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/410,https://www.wikidata.org/wiki/Q116390272,,"Metropolitan Museum of Art, New York, NY",,,
33.120.106,False,False,False,411,774,The American Wing,1933,Beaker,Beaker,American or British,,,,,118,Maker,Marked by,S. D.," "," ",S. D.," ","          ",9999      ,,,,1680–1730,1680,1730,Silver,"Overall: H. 3 1/16 in. (7.8 cm); 3 oz. 17 dwt. (119.5 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 5/8 in. (6.7 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in|Possibly made in,,,,United States|England,,,,,,,,,http://www.metmuseum.org/art/collection/search/411,https://www.wikidata.org/wiki/Q116373398,,"Metropolitan Museum of Art, New York, NY",,,
33.120.122,False,False,True,415,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker," ",C. White,active ca. 1830–40," ","White, C.",American,1827      ,1840      ,,,,ca. 1830–40,1827,1840,Silver,"Overall: H. 3 1/8 in. (7.9 cm); 3 oz. 19 dwt. (122.5 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/415,https://www.wikidata.org/wiki/Q116373401,,"Metropolitan Museum of Art, New York, NY",,,
33.120.622,False,True,False,416,750,The American Wing,1933,Beaker,Beaker,American,,,,,119,Maker," ",Benjamin Wynkoop,baptized 1675–1751," ","Wynkoop, Benjamin",American,1675      ,1751      ,,(not assigned),https://www.wikidata.org/wiki/Q72823949,1711,1711,1711,Silver,"Overall: H. 7 1/4 in. (18.4 cm); 11 oz. 16 dwt. (367.5 g)
Lip: Diam. 4 1/2 in. (11.4 cm)
Base: Diam. 3 7/16 in. (8.7 cm)","Jointly owned by The Metropolitan Museum of Art and The Reformed Protestant Dutch Church, Kingston, N. Y., 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/416,https://www.wikidata.org/wiki/Q83560019,,"Metropolitan Museum of Art, New York, NY",Birds|Infants|Women,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467
52.77.3,False,False,True,417,774,The American Wing,1952,Beaker,Beaker,British,,,,,,,,,,,,,,,,,,1760–65,1760,1765,Opaque glass with enamel decoration,H. 7 1/8 in. (18.1 cm),"Bequest of Mrs. J. Insley Blair, 1951",Probably made in,Bristol,Bristol,Bristol,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/417,https://www.wikidata.org/wiki/Q116373404,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
52.77.4,False,False,True,418,512,The American Wing,1952,Beaker,Beaker,British,,,,,,,,,,,,,,,,,,1760–65,1760,1765,Opaque glass with enamel decoration,6 3/4 × 4 × 4 in. (17.1 × 10.2 × 10.2 cm),"Bequest of Mrs. J. Insley Blair, 1951",Probably made in,Bristol,Bristol,Bristol,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/418,https://www.wikidata.org/wiki/Q116373400,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
13.197.2,False,False,True,419,704,The American Wing,1913,Beaker,Beaker,American,,,,,116,Maker," ",Cary Dunn,active ca. 1765–96," ","Dunn, Cary",American,1762      ,1796      ,,(not assigned),https://www.wikidata.org/wiki/Q67157500,ca. 1770,1765,1775,Silver,"Overall: H. 3 5/8 in. (9.2 cm); 5 oz. 14 dwt. (177.6 g)
Lip: Diam. 3 7/16 in. (8.7 cm)
Base: Diam. 3 5/8 in. (9.2 cm)","Gift of Miss Marie L. Tillotson, 1913",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/419,https://www.wikidata.org/wiki/Q116373396,,"Metropolitan Museum of Art, New York, NY",,,
13.197.3,False,False,True,420,704,The American Wing,1913,Beaker,Beaker,American,,,,,116,Maker," ",Cary Dunn,active ca. 1765–96," ","Dunn, Cary",American,1762      ,1796      ,,(not assigned),https://www.wikidata.org/wiki/Q67157500,ca. 1770,1765,1775,Silver,"Overall: H. 3 5/8 in. (9.2 cm); 5 oz. 17 dwt. (181.2 g)
Lip: Diam. 3 1/2 in. (8.9 cm)
Base: Diam. 3 5/8 in. (9.2 cm)","Gift of Miss Marie L. Tillotson, 1913",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/420,https://www.wikidata.org/wiki/Q116373394,,"Metropolitan Museum of Art, New York, NY",,,
28.131.1,False,False,True,421,750,The American Wing,1928,Beaker,Beaker,American,,,,,118,Maker," ",Moody Russell,1694–1761," ","Russell, Moody",American,1694      ,1761      ,,(not assigned),https://www.wikidata.org/wiki/Q98667592,ca. 1719,1716,1719,Silver,"Overall: H. 4 1/16 in. (10.3 cm); 5 oz. 13 dwt. (175.3 g)
Lip: Diam. 3 9/16 in. (9 cm)
Base: Diam. 2 5/8 in. (6.7 cm)","The Sylmaris Collection, Gift of George Coe Graves, 1928",Made in,Barnstable,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/421,https://www.wikidata.org/wiki/Q116373389,,"Metropolitan Museum of Art, New York, NY",,,
28.131.2,False,False,True,422,750,The American Wing,1928,Beaker,Beaker,American,,,,,118,Maker," ",Moody Russell,1694–1761," ","Russell, Moody",American,1694      ,1761      ,,(not assigned),https://www.wikidata.org/wiki/Q98667592,ca. 1719,1716,1719,Silver,"Overall: H. 4 1/16 in. (10.3 cm); 5 oz. 11 dwt. (172.1 g)
Lip: Diam. 3 9/16 in. (9 cm)
Base: Diam. 2 11/16 in. (6.8 cm)","The Sylmaris Collection, Gift of George Coe Graves, 1928",Made in,Barnstable,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/422,https://www.wikidata.org/wiki/Q116373392,,"Metropolitan Museum of Art, New York, NY",,,
01.3.4,False,False,True,423,774,The American Wing,1901,Beaker,Beaker,American,,,,,755,Maker," ",Jacob Jacobse Lansing,baptized 1714–1791," ","Lansing, Jacob Jacobse",American,1714      ,1791      ,,,,1770–90,1770,1790,Silver,"Overall: H. 3 5/16 in. (8.4 cm); 2 oz. 19 dwt. (92.9 g)
Lip: Diam. 3 1/16 in. (7.8 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Gift of Mrs. Abraham Lansing, 1901",Made in,Albany,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/423,https://www.wikidata.org/wiki/Q116373391,,"Metropolitan Museum of Art, New York, NY",,,
01.3.5,False,False,True,424,774,The American Wing,1901,Beaker,Beaker,American,,,,,755,Maker," ",Jacob Jacobse Lansing,baptized 1714–1791," ","Lansing, Jacob Jacobse",American,1714      ,1791      ,,,,1770–90,1770,1790,Silver,"Overall: H. 3 5/16 in. (8.4 cm); 3 oz. 4 dwt. (99.3 g)
Lip: Diam. 3 1/16 in. (7.8 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Gift of Mrs. Abraham Lansing, 1901",Made in,Albany,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/424,https://www.wikidata.org/wiki/Q116373388,,"Metropolitan Museum of Art, New York, NY",,,
58.3.1,False,True,True,425,704,The American Wing,1958,Tumbler,Tumbler,American,,,,,16230,Maker," ",Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts"," ","Revere, Paul, Jr.",American,1734      ,1818      ,,http://vocab.getty.edu/page/ulan/500017620,https://www.wikidata.org/wiki/Q327071,1797,1795,1797,Silver,"Overall: 2 3/4 in. (7 cm); 2 oz. 14 dwt. (83.6 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/425,https://www.wikidata.org/wiki/Q83560021,,"Metropolitan Museum of Art, New York, NY",,,
58.3.2,False,False,True,426,704,The American Wing,1958,Tumbler,Tumbler,American,,,,,16230,Maker," ",Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts"," ","Revere, Paul, Jr.",American,1734      ,1818      ,,http://vocab.getty.edu/page/ulan/500017620,https://www.wikidata.org/wiki/Q327071,1797,1795,1797,Silver,"Overall: H. 2 3/4 in. (7 cm); 3 oz. 2 dwt. (96.1 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/426,https://www.wikidata.org/wiki/Q116373387,,"Metropolitan Museum of Art, New York, NY",,,
58.3.3,False,False,True,427,704,The American Wing,1958,Tumbler,Tumbler,American,,,,,16230,Maker," ",Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts"," ","Revere, Paul, Jr.",American,1734      ,1818      ,,http://vocab.getty.edu/page/ulan/500017620,https://www.wikidata.org/wiki/Q327071,1797,1795,1797,Silver,"Overall: 2 3/4 in. (7 cm); 2 oz. 19 dwt. (91.3 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/427,https://www.wikidata.org/wiki/Q116373385,,"Metropolitan Museum of Art, New York, NY",,,
58.3.4,False,False,True,428,704,The American Wing,1958,Tumbler,Tumbler,American,,,,,16230,Maker," ",Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts"," ","Revere, Paul, Jr.",American,1734      ,1818      ,,http://vocab.getty.edu/page/ulan/500017620,https://www.wikidata.org/wiki/Q327071,1797,1795,1797,Silver,"Overall: 2 3/4 in. (7 cm); 2 oz. 18 dwt. (90.6 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/428,https://www.wikidata.org/wiki/Q116373383,,"Metropolitan Museum of Art, New York, NY",,,
1980.501.1,False,False,True,429,704,The American Wing,1980,Beaker,Beaker,American,,,,,115,Maker," ",Myer Myers,1723–1795," ","Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 10 dwt. (171.3 g)
Lip: Diam. 3 3/16 in. (8.1 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/429,https://www.wikidata.org/wiki/Q116373381,,"Metropolitan Museum of Art, New York, NY",,,
1980.501.2,False,False,True,430,704,The American Wing,1980,Beaker,Beaker,American,,,,,115,Maker," ",Myer Myers,1723–1795," ","Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 8 dwt. (167.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/430,https://www.wikidata.org/wiki/Q116373378,,"Metropolitan Museum of Art, New York, NY",,,
1980.501.3,False,False,True,431,704,The American Wing,1980,Beaker,Beaker,American,,,,,115,Maker," ",Myer Myers,1723–1795," ","Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 9 dwt. (170 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/431,https://www.wikidata.org/wiki/Q116373377,,"Metropolitan Museum of Art, New York, NY",,,
1971.180.109,False,False,False,432,774,The American Wing,1971,Vase,Beaker Vase,Chinese,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/2 in. (24.1 cm); Diam. 4 3/4 in. (12.1 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,,,http://www.metmuseum.org/art/collection/search/432,https://www.wikidata.org/wiki/Q116390281,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1971.180.110,False,False,False,433,774,The American Wing,1971,Vase,Beaker Vase,Chinese,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/2 in. (24.1 cm); Diam. 4 5/8 in. (11.7 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,,,http://www.metmuseum.org/art/collection/search/433,https://www.wikidata.org/wiki/Q116390284,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
14.11.7,False,False,True,434,774,The American Wing,1914,Bean pot,Covered Bean Pot,American,,,,,115,Maker," ","Lyman, Fenton & Co.",1849–52," ","Lyman, Fenton and Company ",American,1849      ,1849      ,,,,1849–58,1849,1858,Mottled brown earthenware,8 3/4 in. (22.2 cm),"Rogers Fund, 1914",Made in,Bennington,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/434,https://www.wikidata.org/wiki/Q116373376,,"Metropolitan Museum of Art, New York, NY",,,
1980.357,False,False,True,435,704,The American Wing,1980,Figure,Bear figure and spill holder,American,,,,,730,Maker,Possibly,Parker Pottery," "," ",Parker Pottery,American,"          ","          ",,,,ca. 1850–75,1850,1875,"Earthenware; Redware with slip decoration
",H. 6 in. (15.2 cm),"Friends of the American Wing Fund, 1980",Made in,,Montour County,Montour County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/435,https://www.wikidata.org/wiki/Q116373375,,"Metropolitan Museum of Art, New York, NY",Bears,http://vocab.getty.edu/page/aat/300266516,https://www.wikidata.org/wiki/Q30090244
10.125.335,False,False,True,436,,The American Wing,1910,Folding bedstead,Folding Bedstead,American,,,,,,,,,,,,,,,,,,1740–90,1740,1790,Maple,77 1/2 x 52 3/4 x 76 in. (196.9 x 134 x 193 cm),"Gift of Mrs. Russell Sage, 1909",Made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/436,,,"Metropolitan Museum of Art, New York, NY",,,
